UMAP1,UMAP2,p_interface
3.6860251,10.030098,0
3.5609155,9.992086,0
1.8034414,7.789626,0
1.7427131,8.237416,1
1.4262542,8.16403,1
1.4559448,8.261591,1
1.2829989,8.150253,1
2.5342674,9.3180685,1
1.1639541,8.080175,1
1.1324327,7.8703256,1
1.3446379,8.168582,0
1.3614373,8.207895,0
2.2894933,8.785457,0
4.425239,9.814932,0
4.764242,9.807944,0
5.2220917,9.596,0
5.3118644,9.538873,0
5.367605,9.350509,0
5.2934947,9.103118,0
5.1658125,9.068249,0
5.0815907,9.08262,0
-0.09835251,2.2627203,0
-0.30881357,2.2217746,0
-0.37443447,2.2635126,0
4.0629487,3.6062815,0
4.198878,3.7268345,0
4.6206264,4.3214808,0
4.785699,8.154009,0
2.8483407,5.9643545,0
4.554343,8.52158,0
4.083896,7.2802663,0
2.5734978,4.9459395,0
5.251602,8.204351,0
4.7474375,8.252611,0
2.0522478,4.2272425,0
2.0402212,4.2313304,0
3.6617846,8.359797,0
0.9125188,5.377428,0
1.1576359,4.531383,0
1.1319758,4.72699,0
1.1409309,5.5403543,0
2.0558875,5.6512303,0
2.610848,6.1552725,0
3.6612318,8.86653,0
3.234334,9.152619,0
3.2027228,9.278889,0
1.4056351,7.1604004,1
1.6572366,7.5718727,0
1.8881205,5.8941994,0
1.8145943,5.9272933,0
1.7752198,6.228906,0
3.2318738,8.358575,0
2.5407155,6.1482606,0
3.7094688,8.840233,0
4.224958,9.048672,0
3.6505787,8.76903,0
2.2943134,5.419231,0
4.4849267,8.793377,0
4.484906,8.595917,0
1.6226641,4.6077213,0
1.7648741,4.5720205,0
4.683607,7.715271,0
4.6589675,7.9090714,0
2.7090065,4.494686,0
4.4187064,4.9952183,0
-6.796429,-2.7307072,0
-9.674296,1.076257,0
1.6703873,19.158527,0
16.040125,6.6239214,0
14.986812,6.108656,0
1.8451942,19.123148,0
-9.349981,0.8799405,0
-6.832225,-2.7663121,0
5.002565,4.6540813,0
2.9770036,4.3360553,0
2.5108123,5.364211,0
5.2031293,8.97221,0
5.530614,9.412637,0
5.6781754,9.468541,0
5.678377,9.497953,0
5.8466163,9.494461,0
5.815353,9.217062,0
6.008623,8.466579,0
5.835424,8.593817,0
5.6897454,8.523981,0
5.640238,6.864373,0
5.709011,7.691144,0
5.6070676,7.5065007,0
5.4785037,7.3027406,0
5.2666016,7.4399953,0
5.3907995,7.286552,0
4.9014277,4.3857327,0
5.127694,4.01234,0
5.2829323,3.4715328,0
5.2865324,3.329889,0
5.1790814,3.3334289,0
5.207749,3.3406892,0
5.068998,3.9600635,0
5.021222,4.2763243,0
4.0965824,6.864533,0
4.216709,3.9996212,0
5.130496,7.3004813,0
4.9570456,7.6306653,0
1.5249296,3.438,0
1.0498166,3.3493662,0
0.9210255,3.3613665,0
0.6348156,3.3407414,0
0.4195529,3.4129438,0
0.32864636,3.467164,0
0.22757155,3.4497855,0
0.17397952,3.422864,0
0.17513447,3.5354445,0
0.11973987,3.53037,0
0.19088924,3.688503,0
0.020156818,4.6566567,0
0.06954755,3.4829652,0
0.08294512,3.052334,0
0.12899736,2.9137325,0
0.25614202,2.499526,0
0.6188261,2.2521553,0
1.4359784,2.0039191,0
2.326853,1.6969849,0
2.7527568,1.709898,0
2.8868763,1.4783759,0
5.400198,7.3728523,0
5.58206,7.187053,0
4.9905663,4.617174,0
4.964696,4.494302,0
4.7960653,3.945177,0
5.23577,6.97776,0
4.9775815,3.9491787,0
5.107909,3.6295323,0
5.4831038,2.9919322,0
5.655697,2.7366636,0
5.7780733,2.599131,0
5.796912,2.6604948,0
5.8921437,2.571557,0
5.9730124,2.6015685,0
5.937599,2.5659325,0
5.991354,2.5647492,0
5.914192,2.540636,0
5.9908133,2.5292895,0
5.9017763,2.4808402,0
5.6790047,2.2474625,0
5.126557,1.7303966,0
5.150811,1.6241345,0
5.296003,1.5368129,0
5.457463,1.462673,0
5.5447817,1.515057,0
5.71784,1.6130465,0
5.818035,1.6152041,0
5.861314,1.7689815,0
5.718767,1.81285,0
5.001328,1.6546803,0
4.882321,1.7117263,0
4.8523917,1.9937896,0
4.7951307,2.05323,0
4.8544316,2.1106932,0
4.94725,2.1627297,0
4.920216,2.280214,0
4.8684535,2.4430165,0
4.7456236,2.837211,0
4.6558247,3.02984,0
4.333562,7.7624855,0
2.426919,4.9337325,0
1.7618487,6.04815,0
1.6410373,6.1445007,0
1.8812109,6.234624,0
3.733275,9.791566,0
3.8110094,9.942505,0
3.8656123,10.020276,0
3.8858902,10.012926,0
2.0792859,8.293958,0
3.609457,9.525808,0
3.4580295,9.14908,0
2.7177882,5.8830276,0
3.1411657,4.7553015,0
2.8852842,4.9218063,0
2.3681393,6.824567,1
2.8986876,8.19016,1
2.050735,7.674926,0
2.711307,8.122751,0
2.0180776,7.743033,1
3.0837886,8.634979,1
2.1620278,7.4320607,0
1.0148088,5.0218234,0
1.084694,4.844276,1
3.676516,7.9585433,0
1.2582673,4.7620835,0
1.3361919,4.893165,0
1.467314,5.059947,1
2.130783,7.2405634,0
2.2557313,8.004544,0
2.1996024,5.6998005,0
4.511992,9.580544,0
4.959749,9.550213,0
5.0154014,9.507378,0
4.6965556,6.868603,0
4.664943,6.8211107,0
3.6841106,2.046359,0
3.858158,2.5403051,0
3.8034146,2.5181675,0
3.7101896,2.2916505,0
2.6967618,2.0550237,0
2.556341,1.9577677,0
2.4989517,1.7944373,0
2.4829428,1.849586,0
2.6097453,1.7417364,0
2.7431524,1.9405872,0
2.9664865,2.4951525,0
4.053976,6.838143,0
2.725431,3.0293972,0
2.8311546,3.2079692,0
2.9232974,3.4040086,0
2.790244,3.3898911,0
4.4047203,6.934792,0
2.7798383,3.3794053,0
2.6995778,3.5030496,0
2.6886303,3.2797866,0
2.6489096,2.5621204,0
2.6036277,2.4250426,0
2.645525,2.4012907,0
2.8319526,2.0550532,0
2.976579,1.8009825,0
3.1047425,1.8036704,0
3.021236,1.7327937,0
2.9784796,1.6443559,0
2.9544392,1.5147208,0
3.785047,1.788266,0
4.270688,1.5187649,0
4.190101,1.8873614,0
4.0867434,2.2380998,0
5.503178,7.7702794,0
5.242985,8.098303,0
3.358401,5.9766865,0
4.724078,8.318533,0
3.3709338,5.9784503,0
4.3588014,6.10144,0
4.380769,5.5804596,0
5.1824,6.6934485,0
4.1726522,2.2091022,0
4.1616335,1.8027534,0
4.1511874,1.7746086,0
3.9850574,1.6608163,0
3.9411726,1.7830713,0
3.9548697,1.740623,0
3.6566646,1.723946,0
3.551178,1.6201413,0
3.2580595,1.7109013,0
2.4989476,1.5599153,0
2.2020862,1.5334796,0
2.1254904,1.4454685,0
2.2520127,1.3673304,0
2.284677,1.3385947,0
2.354247,1.3421553,0
2.554127,1.3305901,0
3.8740034,1.5823114,0
4.340686,1.8501554,0
4.7430034,2.376193,0
4.6209507,2.6150842,0
4.566721,2.6527014,0
4.468307,2.601278,0
4.486584,3.6900623,0
4.8484154,7.4158125,0
2.637035,4.611532,0
2.3347692,4.6366324,0
4.4559155,7.650273,0
4.2819715,7.423864,0
2.0411327,4.4097805,0
2.2462754,4.0887623,0
4.3671007,7.8835554,0
2.4874642,4.0469823,0
2.520003,4.1044946,0
2.6675918,3.9274063,0
3.5653768,7.0616083,0
2.6836438,5.8904796,0
2.4816494,5.350322,0
4.402009,8.900694,0
2.0190828,7.0869317,0
4.3891544,9.842428,1
4.362126,9.953834,1
4.4188695,9.987345,1
1.8477415,8.00286,0
1.9875436,8.456441,0
3.1628168,9.265095,0
2.4134603,7.8180876,0
3.068624,7.8062577,0
1.5209405,6.053804,0
1.1090964,4.7542996,0
1.1823406,4.528269,0
3.8595047,8.099834,0
2.0634227,4.356997,0
2.6652594,4.2766,0
2.8030837,5.228254,0
4.246152,7.8008375,0
4.9396343,7.821785,0
3.3972661,5.08914,0
4.9043913,7.20681,0
4.00438,4.5625935,0
3.3361616,3.2304113,0
2.7942784,3.9697118,0
3.0072992,3.7644155,0
3.9895427,7.018792,0
2.6873767,4.005115,0
2.7300577,3.9126441,0
4.7453265,6.202689,0
5.2276587,7.997549,0
4.4532976,5.104398,0
5.189706,5.8009963,0
5.175901,5.851294,0
5.1146827,6.1048913,0
4.311755,7.1817746,0
4.633069,6.4121346,0
5.690968,8.641061,0
5.6315556,8.756552,0
5.6098704,8.228667,0
5.6723814,8.596243,0
5.623347,8.46055,0
1.9955873,5.033929,0
1.8617479,4.781502,0
3.7627237,7.4551926,0
1.7929952,4.8300247,0
1.7874165,4.8928275,0
4.3355274,8.353818,0
4.463608,8.240925,0
4.237369,4.541666,0
4.3445277,4.394295,0
4.573222,4.865076,1
4.8849363,5.220642,0
4.865624,6.1981335,1
5.072794,9.368897,0
5.1259923,9.5343685,1
2.9834425,8.05445,0
5.1697373,9.306956,1
4.593898,6.823698,0
4.6103964,6.969669,0
4.5497017,6.918091,1
4.7579827,5.546392,0
4.717317,5.5601854,0
3.0185664,4.9111423,0
2.651006,5.767966,0
4.5892854,8.072893,0
4.153235,8.284078,1
3.011136,6.5535245,1
3.201365,6.0177217,0
3.4997394,7.102153,0
3.4214861,5.969592,0
4.332222,6.143208,0
4.4247437,6.3045087,0
4.054953,7.9090757,0
4.4182663,6.687315,0
3.6781914,8.949675,0
2.3231783,8.571968,0
1.5805407,7.843781,0
1.8853317,8.515469,0
1.889161,8.474891,0
3.2285788,9.042646,0
1.6078991,7.256515,1
4.866533,6.1820006,0
4.8492174,5.9784904,0
4.8031826,6.033808,1
2.2513607,6.2571936,1
3.69192,7.9647346,0
3.7441087,8.324793,0
3.1336403,6.9656143,1
3.5371823,7.0868278,1
3.0276175,5.639865,0
3.794813,7.495961,0
2.7680867,6.455396,1
2.7773232,4.6216784,1
2.7789981,4.211529,0
2.5988238,4.1789513,0
2.2661383,5.9443536,1
3.6274002,9.085881,0
1.640581,6.713196,1
3.4663696,9.497048,1
1.7491354,7.9024444,1
2.3666759,8.7044735,1
2.9622686,9.299719,1
1.8824044,8.488397,1
1.7487196,8.401488,1
1.7541668,8.139331,1
2.3613613,7.1653337,1
3.579411,8.832449,1
3.3947463,5.455741,1
4.361486,5.6615977,0
4.3443484,5.6545005,0
4.8094716,5.6493855,0
4.882652,5.6428585,1
4.9048414,5.5117736,0
4.7294044,5.4997363,0
4.2356105,7.933688,1
3.9563591,4.6026015,1
3.8127437,4.3943677,1
3.8129027,7.206299,0
3.1094613,3.2870607,0
3.2589774,2.5052547,0
2.867596,1.6197509,0
2.7733507,1.2696491,0
2.8205738,1.124586,0
2.906227,1.0404139,0
2.90537,0.8670448,0
2.8575478,0.7496043,0
2.899391,0.6981837,0
2.857741,0.729952,0
2.8262198,0.7494518,0
2.8314276,0.6829575,0
2.8435507,0.7263308,0
2.8287942,0.7300097,0
2.8886108,0.68696254,0
3.0142365,0.72009397,0
3.0250492,0.7155753,0
3.1244907,0.57330453,0
3.3150687,0.60817873,0
3.3376615,0.59283787,0
3.3432546,0.5896667,0
3.3155603,0.59209,0
3.3329039,0.60432774,0
3.0636404,0.63681024,0
3.0028012,0.7048412,0
2.7812972,0.704983,0
2.7092013,0.7691513,0
2.6881807,0.78817034,0
2.5917828,0.73960406,0
2.694517,0.7431143,0
2.7844563,0.76130396,0
2.8124654,0.80538696,0
2.9646342,0.76287013,0
3.3734438,0.7557533,0
3.4706337,0.7061335,0
3.549388,0.76296306,0
3.6403177,0.83827263,0
3.6122434,0.75324565,0
3.6322935,0.923107,0
3.5876453,0.88177925,0
3.4841502,0.86272794,1
3.5107486,0.97576904,1
3.481854,0.8304221,1
3.466309,0.7650829,1
3.3752456,0.8041099,0
3.424388,0.8404284,1
3.1046245,0.96829504,1
2.7432535,1.3477815,0
2.6555166,1.3443773,0
2.0834563,1.8567935,0
1.9403995,2.034977,0
1.7539079,2.3993025,1
1.1698039,3.2595627,1
0.93859416,4.0317144,1
1.0099992,5.356659,1
3.5297596,8.419374,1
0.93295556,5.2465672,1
1.0631592,5.3115005,1
3.749718,5.2338724,0
4.9366612,7.3710213,1
4.27363,5.074655,1
4.317212,5.1967154,1
4.0868893,5.047208,1
3.4842176,5.154957,1
3.5074315,8.754016,1
3.3467224,6.6957335,1
4.859838,5.614607,1
5.244718,6.542493,1
5.2721586,6.586219,1
5.4171233,9.421439,1
5.320367,9.505398,1
4.493645,9.662039,1
4.504232,9.726489,1
2.3400378,7.8784585,1
2.5680175,5.998707,1
3.6612365,6.7316384,1
4.463803,5.7362103,1
4.707124,5.625342,1
4.526023,5.925413,1
3.4494274,8.523223,1
2.6906247,7.9927626,1
2.0510714,7.5610723,1
2.4129257,6.1798525,1
4.4423037,9.281273,1
4.1538906,9.392874,1
4.213443,9.275879,1
3.6247296,9.4685755,1
1.905747,7.5297837,1
1.9338895,7.824324,1
2.0355144,7.6827893,1
3.1501231,8.363365,0
2.9698942,6.3486137,1
5.188771,9.458322,1
5.028241,9.528848,1
2.9600377,7.3842874,0
4.610938,8.997398,0
2.9132762,6.504785,0
2.9553359,4.8658977,1
2.6636336,5.0415893,0
4.6923294,8.18696,0
4.880129,8.013951,0
2.8016596,4.0542035,0
-7.0677247,-2.9996362,0
-9.263619,0.80174464,0
1.8327394,19.20254,0
16.069176,7.0867653,0
15.210924,6.422617,0
1.5329067,19.02329,0
-9.7285385,1.1105508,0
-6.795898,-2.7304697,0
6.666964,9.245256,0
6.700674,9.32674,0
6.7470007,9.417219,0
6.870917,9.601513,0
6.8924594,9.664936,0
7.0271997,9.731401,0
7.025803,9.732642,0
7.081869,9.734955,0
7.035713,9.73096,0
7.0399594,9.6991205,0
6.976932,9.622454,0
6.8797297,9.628862,0
6.884863,9.547842,0
6.5223145,9.234853,0
6.435488,9.05299,0
6.3509636,9.043781,0
6.294365,8.933295,0
1.4421927,2.8085911,0
1.2551098,2.851167,0
1.1897049,2.847879,0
0.99169147,3.163774,0
0.5763555,3.799417,0
0.41800514,4.495513,0
0.65137315,4.0541883,0
0.6090043,4.0032387,0
0.62037283,3.9116418,0
0.9188218,4.1230865,0
3.849665,8.133518,0
1.4398097,4.454218,0
1.5791041,5.9203773,0
1.4521644,6.0068564,0
1.5893091,6.391878,0
3.7028086,10.042044,0
3.687992,10.040484,0
3.6478615,10.010348,0
1.72685,8.54736,0
1.45437,8.282415,0
1.4429919,8.348879,0
1.2631207,8.290828,0
1.2006631,8.151611,0
1.2228358,8.076666,0
2.514374,8.989416,0
1.2077955,7.8241177,0
1.3398234,6.39097,0
1.3989471,6.3598995,0
3.6590996,8.851206,0
3.1232247,8.41547,0
1.9953984,5.134172,0
2.0153694,5.051311,0
3.557535,7.6683617,0
3.2287543,7.6204853,0
1.712171,5.170337,0
1.7025646,5.1958466,0
2.16695,7.626649,0
2.3810022,8.089706,0
2.0850673,5.85024,0
3.9884837,9.764221,0
4.0358467,9.953463,0
3.9711792,9.90375,0
2.4372,8.687598,0
1.9752417,7.97809,0
1.1760077,5.7890654,1
1.2136091,5.106028,0
1.360453,4.5012555,0
1.3334111,4.580312,0
1.2539141,4.7531466,0
3.5555127,8.293266,0
1.3276813,4.894283,0
1.3797568,5.0030723,0
3.416817,8.279592,0
2.9505002,8.031384,0
1.6706085,4.7120457,0
1.7202866,4.754121,0
4.00841,7.872726,0
1.9174001,4.4606953,0
1.9966583,4.4962983,0
4.828452,6.460359,0
4.5057874,4.761402,0
4.7572317,4.4621625,0
4.70293,4.06848,0
4.0614414,4.4360704,0
5.3814673,8.539948,0
5.5195446,8.600525,0
5.6816473,8.532469,0
5.576308,8.786644,0
6.119117,8.400754,0
5.3599544,9.380027,0
1.8857713,7.3875,0
3.736826,8.972633,0
4.6783943,5.5503697,0
4.042227,4.564058,0
3.7752538,4.495414,1
3.3098066,4.4284453,0
3.2761884,4.150439,0
4.3719025,7.7638144,0
1.9870019,4.451218,1
2.0649467,4.4156694,0
4.608824,7.955904,0
4.470794,7.9255176,0
2.0135455,4.356261,0
1.9713609,4.4208937,0
4.3370643,8.021849,0
4.4238405,7.9777284,0
2.0889025,4.5866356,0
2.4346912,4.4209223,0
3.5378842,7.3875246,0
2.0841436,6.7420273,0
1.9939538,6.7133327,0
4.0273585,9.492518,0
1.7440177,7.402374,0
4.033074,10.024952,0
4.1221523,10.070104,0
4.0293493,10.038929,0
1.7045097,7.7611914,0
1.696247,7.9252663,0
1.7025663,8.033487,0
2.0896828,7.8204985,0
4.8209105,8.780347,0
4.0653687,6.6084065,1
4.17162,6.5741,0
2.5833578,1.7125493,1
3.1511302,6.6427245,1
3.2110176,2.4275272,1
4.939362,7.580659,1
4.7993016,7.3815393,1
3.0070884,4.8174753,1
4.6550446,7.335343,1
3.210635,4.8882375,0
4.585637,7.4237576,1
2.480939,4.326105,0
1.9256761,4.04091,0
3.7753766,7.49372,1
1.8713669,4.0399957,1
2.152921,4.34662,0
4.913275,8.311091,0
4.598668,8.896022,1
2.2076287,6.2353544,1
4.2284865,9.177856,0
2.2634115,6.5504656,0
5.036598,9.113725,1
5.232983,8.781762,1
3.1482522,7.006958,0
5.8087926,8.81791,0
5.7805448,8.755233,0
5.086841,8.232606,1
5.732402,8.721505,0
5.844686,8.178641,0
5.624821,7.8116975,1
5.589201,8.25343,0
4.214786,9.875558,0
4.228809,9.889448,0
2.9274495,7.103518,0
3.5255206,8.812318,0
4.4951396,8.534604,0
1.9303172,4.8654213,0
3.5463378,4.182476,0
3.600615,4.2386885,0
3.7508214,4.246674,0
1.927219,6.4509096,0
4.265167,5.477811,0
3.7608652,9.737729,0
3.843686,9.939089,0
3.830725,9.969739,0
3.801411,9.949236,0
2.0869095,8.610351,0
1.986995,8.581768,0
3.6812599,9.485553,0
2.8941154,8.109425,0
2.9466207,6.9959,0
3.9168453,7.600626,1
4.7767844,8.646165,1
3.3046768,6.6853867,1
5.0119767,7.2733736,1
3.544146,6.228937,1
4.383058,7.1922927,1
4.93211,6.2184176,0
5.032253,5.972424,1
4.937206,5.9530253,0
1.8518616,8.220139,0
1.8832421,8.568796,1
1.8113205,8.54447,1
1.7840325,8.533904,0
1.6526573,8.176407,0
2.3085349,7.9395456,1
2.179173,7.7500057,1
3.8351502,9.187086,0
2.8742592,5.6739483,1
2.9043975,6.8829837,1
3.854193,7.6543674,1
3.6163273,7.3439155,0
3.7665122,5.203944,1
2.428257,8.082154,1
3.5068493,8.996505,1
1.4957206,6.4762907,0
1.899405,5.7820554,1
1.970848,6.3628774,1
4.471897,8.382208,0
4.926651,6.535065,0
3.750091,3.4238818,1
3.9191442,3.449856,1
4.00047,3.4202,0
4.0157337,3.3823826,0
4.5267463,4.464312,0
3.7971652,8.6759405,0
4.496716,5.4521427,0
5.027668,9.407772,0
5.156217,9.472283,0
5.161331,9.573497,0
5.1229978,9.58196,0
5.346362,9.416563,0
3.06763,6.7438426,0
2.9027562,7.02801,0
3.9888427,7.837893,0
3.6842587,8.7475815,0
3.2207623,5.2239327,1
3.8553448,5.834242,0
3.9243422,4.9690437,1
5.0950613,7.2896833,0
4.892605,6.1018343,0
2.8412254,3.7565143,1
2.9528234,3.889493,1
4.9386287,2.94088,1
5.018176,2.2695186,0
4.9013543,2.2188466,1
4.617289,1.9937457,1
4.4291744,1.7534448,1
4.152466,1.5402992,1
4.2513223,1.6151516,1
4.276139,1.6333464,1
4.6285977,2.09925,1
5.3534827,3.4568179,1
5.516393,3.5883043,0
4.0925922,4.950401,0
3.872096,5.050176,0
2.0969625,5.201959,1
1.8269018,5.365576,0
2.9373772,8.079441,0
2.8508651,7.969556,0
1.6718749,5.235116,0
1.7903785,5.2464623,0
4.453419,8.759311,0
4.525108,8.764193,0
2.1133273,5.2927384,0
2.8385165,6.9795094,0
3.9494226,8.331952,0
1.1438756,3.9327753,0
1.1565132,3.8925703,0
1.128127,3.634766,0
1.0073249,3.5632815,0
1.9276526,3.9259942,0
2.2101495,4.6768837,0
5.0974855,8.42752,0
5.249947,8.661524,0
5.2841797,8.570285,0
2.524491,1.3258001,0
2.3664887,1.205394,0
2.4432771,1.2396426,1
2.4891322,1.2389852,1
2.4767666,1.5932475,1
6.0444627,8.417399,1
6.1390553,8.4317255,0
6.106002,8.367415,1
6.043152,8.414418,1
5.901918,8.493667,1
1.0234164,4.253991,0
0.8848579,4.342769,1
4.487185,8.394783,0
4.486774,8.424156,1
1.9507776,5.5212946,1
2.0084834,5.250586,0
4.955698,8.450702,1
5.4450665,8.380894,1
2.7531857,5.497544,1
5.230488,8.427862,0
5.6102777,8.411326,1
5.1688747,6.653068,1
4.568769,6.1536565,0
4.459707,6.0783033,1
4.478869,6.2889533,1
4.112394,6.7409034,1
3.1265671,4.284411,1
4.050737,6.998033,1
2.6741533,4.1191697,1
2.8141646,4.04735,1
4.8434296,7.136294,1
4.9557753,6.6956487,0
4.239669,3.3446093,1
4.6738873,3.8200858,1
4.8128667,3.781749,1
4.952315,3.9265254,1
5.2916684,6.909525,1
4.6829786,6.7946534,1
-7.017738,-2.9498837,1
-9.432787,0.9464784,1
1.742567,18.760935,1
16.056133,6.543115,0
15.212939,6.177184,0
1.8209983,19.119598,0
-9.403195,0.8893253,0
-7.0776505,-3.009448,0
5.144542,4.461261,0
5.3103714,6.932326,0
4.232278,4.1282473,0
4.3218327,4.116531,0
5.1801443,6.8263636,0
4.209204,3.9257538,0
4.2375374,3.7687106,0
4.301175,3.6614902,1
4.411778,3.197207,0
4.049663,2.9940267,0
4.168369,2.7261906,0
4.1170444,2.7820358,0
4.0431104,3.1533806,0
3.9110577,3.4632463,0
3.6379058,4.021251,0
3.6038344,4.011828,1
3.644335,4.1388645,1
3.862164,4.2703676,0
4.0158525,4.6147614,0
3.9222271,4.5241175,0
3.759922,4.5924406,0
3.5271857,4.756449,0
2.9955583,6.4961314,0
4.0360904,8.179263,0
2.0499954,5.1622124,0
3.6989753,8.5042095,0
3.6587162,8.373348,0
1.7215695,4.4908166,0
1.832026,4.765539,0
3.3823078,7.274182,0
3.853273,7.8627744,0
1.81148,4.6273036,0
1.8004214,5.1191497,0
2.3022797,7.1587563,0
1.1464996,3.974707,0
0.9466701,3.5339744,0
0.92229515,3.4861238,0
0.9048283,3.5825567,0
0.55146796,4.662379,0
1.1910403,4.5940557,1
1.389631,4.883745,1
3.2850716,5.336823,1
3.0774028,5.5419717,0
2.2898502,8.497865,1
4.4393353,9.856805,0
4.529459,9.854601,1
4.4282317,9.881891,0
2.0842264,8.799543,1
2.0009577,8.517708,1
4.8570805,6.14503,1
5.0082326,5.0013866,0
4.430606,4.7266283,0
4.259684,4.3570414,1
3.7359545,5.221344,1
3.4620864,4.9010005,1
3.9411376,5.335825,1
3.998024,5.3335443,1
2.7967672,7.981931,1
1.6652598,6.8163204,1
4.14458,9.9408,1
4.2687087,10.038089,0
4.3642654,10.054153,0
4.460219,9.724808,0
2.1030734,6.2111425,0
2.4965227,6.185102,0
4.374618,7.6663733,0
3.5988135,4.4798856,0
3.2357733,4.534825,0
3.091106,4.6742764,0
2.4065912,6.7526326,0
3.438977,8.665841,0
3.6177206,9.069667,0
3.3799582,8.6194,0
3.0258467,8.065873,0
2.4462652,7.390183,0
2.3092654,7.202008,0
3.9120305,6.847655,0
3.7984605,4.9137664,0
1.43054,6.039334,0
1.2934166,5.7973146,1
1.3332826,5.9585543,0
1.5970703,6.219317,0
1.4913243,5.4151115,0
1.6856147,5.443982,0
3.744579,8.488601,0
3.0757196,4.4946747,0
3.7120435,4.377477,0
3.8393114,4.6677,0
3.9128666,5.136816,0
3.7817857,6.8264465,1
4.4116616,6.834449,1
4.333266,7.006422,1
5.077577,9.171283,0
4.9377494,8.983352,1
4.0554333,8.734049,0
3.4867997,7.4978957,1
3.4758482,7.509703,1
1.7327354,4.5769353,1
1.9440321,4.3068933,1
4.031364,7.866168,0
2.0585864,4.4600706,0
1.4752272,5.6081395,0
1.5055522,6.095425,1
3.757055,9.638448,0
3.7500436,9.75262,1
3.863816,9.689737,0
1.626184,6.410515,1
2.1226368,7.0879426,0
3.5523875,5.925002,0
3.6433382,7.753846,0
3.140622,5.8464274,0
3.0377283,5.638713,0
4.2535,7.7780623,0
3.8894231,4.9954996,0
2.2722375,4.944729,0
2.1417859,5.0776973,0
2.1381764,5.1002665,0
2.3726344,5.1913743,0
2.1505833,5.170476,0
2.149105,5.1537933,0
3.0127296,7.4300795,0
2.9936912,7.4432745,0
2.5526261,6.277605,0
2.1859004,6.7067056,0
1.9407425,6.785289,0
2.1480618,6.632198,0
2.0436716,6.698453,0
2.0300024,6.6260552,1
2.251644,8.055614,0
1.3340602,6.6645226,0
2.939753,8.775983,0
2.121225,8.651039,1
2.1839814,8.712241,0
2.256091,8.706601,0
2.1928082,8.6099415,0
2.143191,8.307631,1
1.5635141,6.7692537,1
1.5229223,7.1489067,1
1.5186394,7.3395367,1
2.6043355,4.9184885,1
2.9311738,6.1438665,1
4.1942587,7.829121,1
3.0742154,5.3117986,0
3.1479506,4.9138002,0
2.042809,5.7976723,1
2.0918689,4.682317,0
2.0886583,4.8610682,0
3.9799142,8.03411,1
1.952943,3.9232848,1
1.9730755,4.1312785,0
2.0404434,3.9974597,0
4.111559,7.202773,0
1.9824502,3.9428303,0
1.9951057,3.9171655,0
2.0039473,3.7836366,0
2.0790448,3.644335,0
2.1176586,3.5140095,0
2.2571943,3.4683888,0
2.3073695,3.380828,0
2.4704185,3.4575703,0
2.567998,3.8014455,0
3.9515364,7.92751,0
1.6866373,6.4548388,0
1.5525963,6.5545506,0
1.5239524,6.6156063,0
1.5467252,6.607816,0
1.3834208,6.8883934,0
1.2259058,6.925864,0
1.1379296,6.7933064,0
1.0831441,6.752121,0
0.9852657,6.706546,0
0.7048015,5.866664,0
3.6805906,9.177208,0
1.6969688,6.0355034,0
3.095039,6.201024,0
2.8881795,4.989227,1
2.9861476,5.134766,1
4.410999,8.567037,0
1.8703749,7.3400455,1
2.543213,8.016652,0
2.6550348,7.728154,0
1.935216,7.3813343,0
1.8026059,7.0602317,0
1.6865579,6.37963,1
1.3140447,5.670848,0
0.80829394,6.007031,1
0.5331898,5.781342,1
0.33138898,5.5394344,1
0.42309928,5.694243,0
0.5045145,5.698723,0
0.4759933,5.6740375,1
0.3664966,5.5552263,0
0.55451,5.6717906,1
3.2988863,7.536963,0
2.0339766,5.1373835,0
2.016322,4.6779103,0
3.3731508,3.8651886,0
3.6979973,3.7326672,0
3.6283462,3.797254,0
3.6685798,4.028246,0
3.5651205,6.769726,0
3.7848144,4.453197,0
3.8183281,4.6138654,0
3.6401083,4.5112777,1
-6.936214,-2.8689764,1
-9.6693,1.0765674,1
1.6999621,18.946619,1
15.861419,6.4689817,1
15.144799,6.2386484,0
1.9048398,19.097305,1
-9.422464,0.9200014,1
-6.80533,-2.7393463,0
5.17076,5.0881553,1
5.6401935,6.9458847,0
4.773025,4.338553,0
4.538353,3.9702396,0
3.8204749,4.1906495,0
3.4915144,5.5398746,0
4.4191523,7.4832263,0
3.1784964,5.3742657,0
4.8341966,8.130564,0
4.0793114,6.658353,0
4.688124,8.199358,1
3.3479924,4.662936,0
3.3336344,4.496511,0
3.2454855,4.466879,0
3.4157727,6.6763716,0
2.7015297,4.603912,1
2.5613117,4.630332,0
4.485685,8.110572,0
4.4898534,8.165802,0
2.783396,4.2480035,0
2.882232,4.327722,0
4.513518,7.664959,0
2.8618588,4.221433,0
2.7601259,4.186721,0
2.559881,4.0587683,0
4.08599,7.5147653,0
2.4021652,3.9328432,0
2.3004751,3.8052676,0
5.096457,7.6246023,1
5.1668143,7.5039577,0
2.2936225,3.9875586,0
4.134882,7.1424417,1
4.747345,7.7791724,0
2.104909,4.2062426,0
2.6376884,3.9691968,1
3.0782013,4.069809,1
3.2035391,4.0501513,0
4.303959,6.4811263,0
3.9475036,6.474733,0
3.4730427,5.2996297,0
3.405101,5.013692,0
3.0718727,4.380306,0
2.304862,4.097891,0
